Volatility 3 Framework 2.26.1

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
1817	1845	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1845	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1845	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
1817	1856	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1856	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1856	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1856	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1856	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1856	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1856	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1856	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1856	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1856	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1856	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
16956	16956	polkitd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16956	polkitd	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16956	polkitd	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16956	polkitd	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16956	polkitd	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16956	polkitd	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16956	polkitd	6	socket:[32768]	0:8	32768	SOCK	srwxrwxrwx	-	-	-	0
16956	16956	polkitd	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16956	polkitd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16956	polkitd	9	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16958	gmain	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16958	gmain	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16958	gmain	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	6	socket:[32768]	0:8	32768	SOCK	srwxrwxrwx	-	-	-	0
16956	16958	gmain	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16958	gmain	9	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16960	gdbus	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16960	gdbus	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
16956	16960	gdbus	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	6	socket:[32768]	0:8	32768	SOCK	srwxrwxrwx	-	-	-	0
16956	16960	gdbus	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
16956	16960	gdbus	9	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
27428	27428	apache2	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
27428	27428	apache2	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
27428	27428	apache2	2	/var/log/apache2/error.log	202:1	519916	REG	-rw-r-----	2018-07-23 11:10:16.670430 UTC	2018-07-23 11:10:16.670430 UTC	2018-07-23 06:25:01.786328 UTC	1369
27428	27428	apache2	3	socket:[50431]	0:8	50431	SOCK	srwxrwxrwx	-	-	-	0
27428	27428	apache2	4	socket:[50432]	0:8	50432	SOCK	srwxrwxrwx	-	-	-	0
27428	27428	apache2	5	socket:[50435]	0:8	50435	SOCK	srwxrwxrwx	-	-	-	0
27428	27428	apache2	6	socket:[50436]	0:8	50436	SOCK	srwxrwxrwx	-	-	-	0
27428	27428	apache2	7	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
27428	27428	apache2	8	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
27428	27428	apache2	9	/run/lock/apache2/mpm-accept-0.27428	0:20	6	REG	-rw-r--r--	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	0
27428	27428	apache2	10	/var/log/apache2/other_vhosts_access.log	202:1	515595	REG	-rw-r-----	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	0
27428	27428	apache2	11	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
27428	27428	apache2	12	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
27428	27428	apache2	13	/run/lock/apache2/ssl-cache.27427	0:20	7	REG	-rw-r--r--	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	0
27428	27428	apache2	14	/tmp/.ZendSem.3AKgTp	202:1	51275	REG	-rw-rw-rw-	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	0
28115	28115	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28115	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28115	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28115	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28115	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28115	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28118	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28118	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28118	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28118	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28118	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28118	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28119	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28119	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28119	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28119	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28119	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28119	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28120	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28120	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28120	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28120	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28120	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28120	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28122	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28122	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28122	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28122	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28122	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28122	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28130	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28130	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28130	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28130	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28130	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28130	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
28115	28131	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
28115	28131	snapd	1	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28131	snapd	2	socket:[54482]	0:8	54482	SOCK	srwxrwxrwx	-	-	-	0
28115	28131	snapd	7	socket:[26985]	0:8	26985	SOCK	srwxrwxrwx	-	-	-	0
28115	28131	snapd	8	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
28115	28131	snapd	9	socket:[26986]	0:8	26986	SOCK	srwxrwxrwx	-	-	-	0
5573	5573	apache2	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
5573	5573	apache2	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
5573	5573	apache2	2	/var/log/apache2/error.log	202:1	519916	REG	-rw-r-----	2018-07-23 11:10:16.670430 UTC	2018-07-23 11:10:16.670430 UTC	2018-07-23 06:25:01.786328 UTC	1369
5573	5573	apache2	3	socket:[50431]	0:8	50431	SOCK	srwxrwxrwx	-	-	-	0
5573	5573	apache2	4	socket:[50432]	0:8	50432	SOCK	srwxrwxrwx	-	-	-	0
5573	5573	apache2	5	socket:[50435]	0:8	50435	SOCK	srwxrwxrwx	-	-	-	0
5573	5573	apache2	6	socket:[50436]	0:8	50436	SOCK	srwxrwxrwx	-	-	-	0
5573	5573	apache2	7	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
5573	5573	apache2	8	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
5573	5573	apache2	9	/run/lock/apache2/mpm-accept-0.27428	0:20	6	REG	-rw-r--r--	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	0
5573	5573	apache2	10	/var/log/apache2/other_vhosts_access.log	202:1	515595	REG	-rw-r-----	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	0
5573	5573	apache2	11	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
5573	5573	apache2	12	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
5573	5573	apache2	13	/run/lock/apache2/ssl-cache.27427	0:20	7	REG	-rw-r--r--	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	0
5573	5573	apache2	14	/tmp/.ZendSem.3AKgTp	202:1	51275	REG	-rw-rw-rw-	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	0
5573	5573	apache2	15	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
5763	5763	apache2	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
5763	5763	apache2	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
5763	5763	apache2	2	/var/log/apache2/error.log	202:1	519916	REG	-rw-r-----	2018-07-23 11:10:16.670430 UTC	2018-07-23 11:10:16.670430 UTC	2018-07-23 06:25:01.786328 UTC	1369
5763	5763	apache2	3	socket:[50431]	0:8	50431	SOCK	srwxrwxrwx	-	-	-	0
5763	5763	apache2	4	socket:[50432]	0:8	50432	SOCK	srwxrwxrwx	-	-	-	0
5763	5763	apache2	5	socket:[50435]	0:8	50435	SOCK	srwxrwxrwx	-	-	-	0
5763	5763	apache2	6	socket:[50436]	0:8	50436	SOCK	srwxrwxrwx	-	-	-	0
5763	5763	apache2	7	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
5763	5763	apache2	8	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
5763	5763	apache2	9	/run/lock/apache2/mpm-accept-0.27428	0:20	6	REG	-rw-r--r--	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	0
5763	5763	apache2	10	/var/log/apache2/other_vhosts_access.log	202:1	515595	REG	-rw-r-----	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	0
5763	5763	apache2	11	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
5763	5763	apache2	12	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
5763	5763	apache2	13	/run/lock/apache2/ssl-cache.27427	0:20	7	REG	-rw-r--r--	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	0
5763	5763	apache2	14	/tmp/.ZendSem.3AKgTp	202:1	51275	REG	-rw-rw-rw-	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	0
5763	5763	apache2	15	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
6196	6196	apache2	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
6196	6196	apache2	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
6196	6196	apache2	2	/var/log/apache2/error.log	202:1	519916	REG	-rw-r-----	2018-07-23 11:10:16.670430 UTC	2018-07-23 11:10:16.670430 UTC	2018-07-23 06:25:01.786328 UTC	1369
6196	6196	apache2	3	socket:[50431]	0:8	50431	SOCK	srwxrwxrwx	-	-	-	0
6196	6196	apache2	4	socket:[50432]	0:8	50432	SOCK	srwxrwxrwx	-	-	-	0
6196	6196	apache2	5	socket:[50435]	0:8	50435	SOCK	srwxrwxrwx	-	-	-	0
6196	6196	apache2	6	socket:[50436]	0:8	50436	SOCK	srwxrwxrwx	-	-	-	0
6196	6196	apache2	7	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
6196	6196	apache2	8	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
6196	6196	apache2	9	/run/lock/apache2/mpm-accept-0.27428	0:20	6	REG	-rw-r--r--	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	0
6196	6196	apache2	10	/var/log/apache2/other_vhosts_access.log	202:1	515595	REG	-rw-r-----	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	0
6196	6196	apache2	11	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
6196	6196	apache2	12	/var/log/apache2/access.log	202:1	515593	REG	-rw-r-----	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-23 06:25:01.786328 UTC	111514
6196	6196	apache2	13	/run/lock/apache2/ssl-cache.27427	0:20	7	REG	-rw-r--r--	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	2018-07-20 10:04:02.752590 UTC	0
6196	6196	apache2	14	/tmp/.ZendSem.3AKgTp	202:1	51275	REG	-rw-rw-rw-	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	2018-07-23 06:25:02.050329 UTC	0
6196	6196	apache2	15	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
6262	6262	apache2	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
6262	6262	apache2	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
6262	6262	apache2	2	/var/log/apache2/error.log	202:1	519916	REG	-rw-r-----	2018-07-23 11:10:16.670430 UTC	2018-07-23 11:10:16.670430 UTC	2018-07-23 06:25:01.786328 UTC	1369
6262	6262	apache2	3	socket:[50431]	0:8	50431	SOCK	srwxrwxrwx	-	-	-	0
6262	6262	apache2	4	socket:[50432]	0:8	50432	SOCK	srwxrwxrwx	-	-	-	0
6262	6262	apache2	5	socket:[50435]	0:8	50435	SOCK	srwxrwxrwx	-	-	-	0
6262	6262	apache2	6	socket:[50436]	0:8	50436	SOCK	srwxrwxrwx	-	-	-	0
6262	6262	apache2	7	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
6262	6262	apache2	8	pipe:[94994]	0:10	94994	FIFO	prw-------	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	2018-07-24 05:19:11.732143 UTC	0
6262	6262	apache2	9	/run/lock/apache2/mpm-accept-0.27428	0:20	6	REG	-rw-r--r--	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	2018-07-23 06:25:02.038329 UTC	0
6262	6262	apache2	10	/var/log/apache2/other_vhosts_access.log	202:1	515595	REG	-rw-r-----	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	2018-07-20 09:18:41.101769 UTC	0
